Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price,res_width,res_height,total_pixels,total_storage,price_per_kg,ppi,is_gaming,is_premium_brand,is_ultrabook,ram_to_ssd_ratio,log_Price,log_ram
HP,Ultrabook,14.0,1.43,1920x1080,Full HD,2.6,Intel, Core i7 6600U,256,0,0,8,windows,77202.72,1920.0,1080.0,2073600.0,256,53987.91608391609,157.4,0,0,1,0.0312,11.25420292138043,2.1972245773362196
HP,Notebook,14.0,1.64,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,55904.5728,1920.0,1080.0,2073600.0,256,34088.15414634147,157.4,0,0,0,0.0312,10.931419346481935,2.1972245773362196
HP,Notebook,14.0,1.64,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,36443.52,1366.0,768.0,1049088.0,500,22221.658536585364,111.9,0,0,0,0.0,10.503546383198644,1.6094379124341003
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,0,0,8,windows,50562.72,1920.0,1080.0,2073600.0,0,19080.271698113207,141.2,1,0,0,0.0,10.830989602063529,2.1972245773362196
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,81997.92,1920.0,1080.0,2073600.0,500,65077.71428571428,176.2,0,0,1,0.0,11.314461355427948,1.6094379124341003
HP,Notebook,14.0,1.48,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,84715.2,1920.0,1080.0,2073600.0,256,57240.0,157.4,0,0,0,0.0156,11.347062125633828,1.6094379124341003
HP,Ultrabook,14.0,1.54,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,100550.5488,1920.0,1080.0,2073600.0,256,65292.56415584416,157.4,0,0,1,0.0312,11.518425798364119,2.1972245773362196
HP,Notebook,13.3,1.49,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,42624.0,1366.0,768.0,1049088.0,500,28606.71140939597,117.8,0,0,0,0.0,10.660196214585818,1.6094379124341003
Toshiba,Notebook,13.3,1.5,1366x768,HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,64468.8,1366.0,768.0,1049088.0,256,42979.200000000004,117.8,0,0,0,0.0312,11.073952176081768,2.1972245773362196
HP,Notebook,15.6,2.04,1366x768,HD,2.4,Intel, Core i3 7100U,256,0,0,4,windows,41025.0672,1366.0,768.0,1049088.0,256,20110.32705882353,100.5,0,0,0,0.0156,10.621962929026408,1.6094379124341003
Lenovo,Notebook,17.3,2.4,3840x2160,4K,2.7,Intel, Core i7 6820HQ,512,0,0,16,windows,158135.04,3840.0,2160.0,8294400.0,512,65889.6,254.7,0,0,0,0.0312,11.971210954208564,2.833213344056216
Toshiba,Notebook,14.0,1.47,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,79387.2,1920.0,1080.0,2073600.0,256,54004.897959183676,157.4,0,0,0,0.0312,11.28210502158141,2.1972245773362196
HP,Notebook,14.0,1.43,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,118761.12,1920.0,1080.0,2073600.0,256,83049.73426573427,157.4,0,0,0,0.0312,11.684877779846692,2.1972245773362196
Dell,2 in 1 Convertible,15.6,2.08,1920x1080,Full HD,2.3,Intel, Core i3 6100U,0,1024,0,4,windows,42410.3472,1920.0,1080.0,2073600.0,1024,20389.589999999997,141.2,0,0,0,0.0,10.655171228057007,1.6094379124341003
Toshiba,Ultrabook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,84715.2,1920.0,1080.0,2073600.0,256,70596.0,165.6,0,0,1,0.0312,11.347062125633828,2.1972245773362196
HP,Notebook,13.3,1.11,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,61218.72,1920.0,1080.0,2073600.0,256,55151.99999999999,165.6,0,0,0,0.0312,11.022224638820209,2.1972245773362196
HP,Notebook,14.0,1.64,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,63159.7104,1920.0,1080.0,2073600.0,256,38512.01853658537,157.4,0,0,0,0.0312,11.053437715931404,2.1972245773362196
Dell,Notebook,15.6,2.09,1920x1080,Full HD,2.4,Intel, Core i5 6300U,0,500,0,8,windows,55754.3232,1920.0,1080.0,2073600.0,500,26676.709665071772,141.2,0,0,0,0.0,10.928728168172187,2.1972245773362196
HP,Ultrabook,12.5,1.26,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,83063.52,1366.0,768.0,1049088.0,256,65923.42857142858,125.4,0,0,1,0.0156,11.327372934196768,1.6094379124341003
HP,Notebook,14.0,2.31,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,63349.92,1366.0,768.0,1049088.0,500,27424.20779220779,111.9,0,0,0,0.0,11.056444708137915,1.6094379124341003
HP,Notebook,14.0,1.95,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,56476.8,1366.0,768.0,1049088.0,500,28962.46153846154,111.9,0,0,0,0.0,10.94160291956712,1.6094379124341003
Dell,Ultrabook,13.3,1.29,3200x1800,Quad HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,86526.72,3200.0,1800.0,5760000.0,256,67074.97674418605,276.1,0,0,1,0.0312,11.3682201040106,2.1972245773362196
HP,Notebook,17.3,2.63,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,57542.4,1920.0,1080.0,2073600.0,256,21879.23954372624,127.3,0,0,0,0.0312,10.960294724688996,2.1972245773362196
HP,Notebook,14.0,1.64,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,51841.44,1366.0,768.0,1049088.0,256,31610.63414634147,111.9,0,0,0,0.0156,10.855964397819733,1.6094379124341003
Acer,Notebook,15.6,2.1,1366x768,HD,3.0,AMD, A9-Series 9420,0,1024,0,6,windows,21791.52,1366.0,768.0,1049088.0,1024,10376.914285714285,100.5,0,0,0,0.0,9.989322070632241,1.9459101490553132
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,63499.104,1920.0,1080.0,2073600.0,1152,23518.186666666665,127.3,1,1,0,0.0625,11.058796822674717,2.1972245773362196
HP,Notebook,14.0,1.95,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,63669.6,1920.0,1080.0,2073600.0,256,32651.076923076922,157.4,0,0,0,0.0312,11.061478196557058,2.1972245773362196
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,65480.5872,1920.0,1080.0,2073600.0,256,35587.275652173914,141.2,0,0,0,0.0312,11.089524270653731,2.1972245773362196
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,71874.72,1920.0,1080.0,2073600.0,256,57043.42857142857,176.2,0,0,1,0.0312,11.182693795440782,2.1972245773362196
HP,Notebook,15.6,2.04,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,39533.76,1366.0,768.0,1049088.0,500,19379.29411764706,100.5,0,0,0,0.0,10.58493556391622,1.6094379124341003
Toshiba,Ultrabook,14.0,1.47,1920x1080,Full HD,2.6,Intel, Core i7 6600U,256,0,0,8,windows,91908.0,1920.0,1080.0,2073600.0,256,62522.448979591834,157.4,0,0,1,0.0312,11.428554236084064,2.1972245773362196
Dell,Notebook,15.6,2.09,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,56633.976,1920.0,1080.0,2073600.0,256,27097.596172248806,141.2,0,0,0,0.0312,10.944382023868503,2.1972245773362196
HP,Notebook,14.0,1.64,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,53839.9728,1920.0,1080.0,2073600.0,256,32829.251707317075,157.4,0,0,0,0.0312,10.893790032506047,2.1972245773362196
Lenovo,2 in 1 Convertible,15.6,1.8,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,4,windows,45128.16,1920.0,1080.0,2073600.0,256,25071.2,141.2,0,0,0,0.0156,10.717283879751747,1.6094379124341003
Acer,Notebook,14.0,1.45,1366x768,HD,1.44,Intel, Atom X5-Z8350,0,0,32,2,windows,13053.290976,1366.0,768.0,1049088.0,32,9002.26963862069,111.9,0,0,0,0.0,9.476872169125995,1.0986122886681098
Toshiba,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,16,windows,75924.0,1920.0,1080.0,2073600.0,256,31635.0,141.2,0,0,0,0.0625,11.237501289913949,2.833213344056216
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,55922.688,1920.0,1080.0,2073600.0,256,24314.212173913045,141.2,0,0,0,0.0312,10.93174332609208,2.1972245773362196
HP,Notebook,14.0,1.54,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,53280.0,1920.0,1080.0,2073600.0,500,34597.40259740259,157.4,0,0,0,0.0,10.883335073806908,1.6094379124341003
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,500,0,8,windows,112065.9552,1920.0,1080.0,2073600.0,756,60905.41043478261,141.2,0,0,0,0.0312,11.62685178594317,2.1972245773362196
HP,Notebook,14.0,1.43,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,78268.32,1920.0,1080.0,2073600.0,256,54733.09090909092,157.4,0,0,0,0.0312,11.26791097888584,2.1972245773362196
MSI,Gaming,17.3,3.78,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,256,1024,0,16,windows,82351.6992,1920.0,1080.0,2073600.0,1280,21786.163809523812,127.3,1,1,0,0.0625,11.31876651223924,2.833213344056216
Lenovo,Gaming,17.3,4.42,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,122010.6672,1920.0,1080.0,2073600.0,1152,27604.22334841629,127.3,1,0,0,0.125,11.711871951929755,2.833213344056216
Asus,Notebook,11.6,1.2,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,16,4,chrome,15339.312,1366.0,768.0,1049088.0,16,12782.76,135.1,0,0,0,0.0,9.638239413697464,1.6094379124341003
Lenovo,Notebook,14.0,1.1,2560x1440,Quad HD,2.6,Intel, Core i7 6600U,256,0,0,16,windows,139593.6,2560.0,1440.0,3686400.0,256,126903.27272727272,209.8,0,0,0,0.0625,11.846497786613819,2.833213344056216
HP,Notebook,15.6,1.91,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,windows,52161.12,1920.0,1080.0,2073600.0,1024,27309.48691099477,141.2,0,0,0,0.0,10.862111839946362,2.1972245773362196
Dell,2 in 1 Convertible,15.6,2.3,1920x1080,Full HD,2.7,Intel, Core i5 7200U,256,0,0,8,windows,58288.32,1920.0,1080.0,2073600.0,256,25342.747826086958,141.2,0,0,0,0.0312,10.973174165162662,2.1972245773362196
HP,Notebook,15.6,2.04,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,52161.12,1366.0,768.0,1049088.0,256,25569.176470588238,100.5,0,0,0,0.0156,10.862111839946362,1.6094379124341003
Dell,Ultrabook,13.3,1.2,3200x1800,Quad HD,2.7,Intel, Core i7 7500U,0,0,0,16,windows,120093.12,3200.0,1800.0,5760000.0,0,100077.6,276.1,0,0,1,0.0,11.696031047668868,2.833213344056216
HP,Notebook,15.6,2.31,1366x768,HD,2.3,Intel, Core i3 6100U,0,500,0,4,windows,37570.392,1366.0,768.0,1049088.0,500,16264.23896103896,100.5,0,0,0,0.0,10.533998188720084,1.6094379124341003
HP,Notebook,15.6,1.96,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,no,26586.72,1366.0,768.0,1049088.0,500,13564.653061224491,100.5,0,0,0,0.0,10.188204734039374,1.6094379124341003
Acer,Notebook,15.6,2.4,1366x768,HD,2.2,AMD, A8-Series 7410,0,1024,0,8,windows,23922.72,1366.0,768.0,1049088.0,1024,9967.800000000001,100.5,0,0,0,0.0,10.082625714367484,2.1972245773362196
Dell,2 in 1 Convertible,13.3,1.6,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,12,windows,69210.72,1920.0,1080.0,2073600.0,256,43256.7,165.6,0,0,0,0.0469,11.14492549142712,2.5649493574615367
MSI,Gaming,15.6,2.94,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,96916.32,1920.0,1080.0,2073600.0,1280,32964.73469387755,141.2,1,1,0,0.0625,11.481613522876666,2.833213344056216
Asus,Gaming,17.3,4.0,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,0,1024,0,16,no,53173.44,1920.0,1080.0,2073600.0,1024,13293.36,127.3,1,0,0,0.0,10.881333108748292,2.833213344056216
Dell,Notebook,15.6,2.25,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,4,windows,29783.52,1920.0,1080.0,2073600.0,1024,13237.12,141.2,0,0,0,0.0,10.301744074438556,1.6094379124341003
Dell,Notebook,15.6,2.32,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,2048,0,16,windows,52746.6672,1920.0,1080.0,2073600.0,2048,22735.632413793108,141.2,0,0,0,0.0,10.873274826663733,2.833213344056216
MSI,Gaming,15.6,1.8,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,102777.12,1920.0,1080.0,2073600.0,1280,57098.399999999994,141.2,1,1,0,0.0625,11.540327768882529,2.833213344056216
Dell,Ultrabook,13.3,1.29,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,77682.24,1920.0,1080.0,2073600.0,256,60218.79069767442,165.6,0,0,1,0.0312,11.260394811673141,2.1972245773362196
Asus,Gaming,17.3,3.58,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,0,0,0,64,windows,167933.232,1920.0,1080.0,2073600.0,0,46908.72402234637,127.3,1,0,0,0.0,12.031327705548112,4.174387269895637
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,42517.9728,1920.0,1080.0,2073600.0,256,26245.66222222222,165.6,0,0,0,0.0312,10.6577056741208,2.1972245773362196
Dell,Gaming,15.6,3.21,3840x2160,4K,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,70809.12,3840.0,2160.0,8294400.0,1280,22058.915887850468,282.4,1,0,0,0.0625,11.167757207320276,2.833213344056216
Apple,Ultrabook,12.0,0.97,2304x1440,Full HD,1.1,Intel, Core M,0,0,256,8,mac,69264.0,2304.0,1440.0,3317760.0,256,71406.18556701031,226.4,0,1,1,0.0,11.14569500709198,2.1972245773362196
Dell,Notebook,15.6,2.06,1366x768,HD,2.3,Intel, Core i3 6100U,0,500,0,4,windows,25679.8944,1366.0,768.0,1049088.0,500,12465.968155339806,100.5,0,0,0,0.0,10.15350258585783,1.6094379124341003
HP,Notebook,15.6,2.31,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,63882.72,1366.0,768.0,1049088.0,500,27654.85714285714,100.5,0,0,0,0.0,11.064819834822508,1.6094379124341003
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,63882.72,1920.0,1080.0,2073600.0,256,50700.57142857143,176.2,0,0,1,0.0312,11.064819834822508,2.1972245773362196
HP,Notebook,13.3,1.49,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,58075.2,1920.0,1080.0,2073600.0,256,38976.64429530201,165.6,0,0,0,0.0312,10.969511220360992,2.1972245773362196
Lenovo,Ultrabook,12.5,1.3,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,91294.7472,1920.0,1080.0,2073600.0,256,70226.7286153846,176.2,0,0,1,0.0312,11.421859484994322,2.1972245773362196
Lenovo,Notebook,17.3,3.0,1600x900,HD,2.3,Intel, Core i5 6200U,0,0,0,8,windows,35111.52,1600.0,900.0,1440000.0,0,11703.839999999998,106.1,0,0,0,0.0,10.466313041010059,2.1972245773362196
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.3,Intel, Core i5 6300HQ,0,1024,0,4,windows,52054.56,1920.0,1080.0,2073600.0,1024,22632.41739130435,141.2,0,0,0,0.0,10.86006688870326,1.6094379124341003
MSI,Gaming,17.3,3.78,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,133146.72,1920.0,1080.0,2073600.0,1280,35224.0,127.3,1,1,0,0.0625,11.799214467550595,2.833213344056216
Lenovo,Notebook,15.6,2.1,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,28771.2,1366.0,768.0,1049088.0,500,13700.571428571428,100.5,0,0,0,0.0,10.267164922165646,1.6094379124341003
HP,Notebook,15.6,2.31,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,50083.2,1920.0,1080.0,2073600.0,500,21681.038961038957,141.2,0,0,0,0.0,10.821460868072135,1.6094379124341003
Lenovo,Ultrabook,12.5,0.99,2560x1440,Quad HD,1.2,Intel, Core M 6Y75,512,0,0,8,windows,74538.72,2560.0,1440.0,3686400.0,512,75291.63636363637,235.0,0,0,1,0.0156,11.219087416653776,2.1972245773362196
Lenovo,Gaming,17.3,4.42,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,512,0,0,32,windows,167933.232,1920.0,1080.0,2073600.0,512,37993.94389140271,127.3,1,0,0,0.0625,12.031327705548112,3.4965075614664802
Lenovo,2 in 1 Convertible,10.1,0.97,1920x1200,Full HD,1.44,Intel, Atom x5-Z8550,0,0,64,4,windows,34433.2656,1920.0,1200.0,2304000.0,64,35498.211958762884,224.2,0,0,0,0.0,10.446807440613286,1.6094379124341003
HP,Ultrabook,13.3,1.3,3840x2160,4K,2.7,Intel, Core i7 7500U,512,0,0,16,windows,109170.72,3840.0,2160.0,8294400.0,512,83977.47692307692,331.3,0,0,1,0.0312,11.600677334394318,2.833213344056216
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,39960.0,1920.0,1080.0,2073600.0,256,18330.275229357798,141.2,0,0,0,0.0312,10.595659257474393,2.1972245773362196
HP,Notebook,14.0,1.54,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,54931.1472,1920.0,1080.0,2073600.0,500,35669.5761038961,157.4,0,0,0,0.0,10.913854015323274,1.6094379124341003
HP,Workstation,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,79653.6,1920.0,1080.0,2073600.0,256,41922.94736842106,141.2,0,0,0,0.0312,11.285455066338496,2.1972245773362196
Lenovo,Notebook,14.0,1.7,1920x1080,Full HD,2.3,Intel, Core i5 6200U,180,0,0,8,windows,63882.72,1920.0,1080.0,2073600.0,180,37578.07058823529,157.4,0,0,0,0.0444,11.064819834822508,2.1972245773362196
HP,Notebook,13.3,1.29,3200x1800,Quad HD,1.5,Intel, Pentium Dual Core 4405Y,0,0,32,4,chrome,32767.2,3200.0,1800.0,5760000.0,32,25400.93023255814,276.1,0,0,0,0.0,10.397213811896178,1.6094379124341003
Acer,Notebook,15.6,2.4,1366x768,HD,2.2,AMD, A8-Series 7410,0,500,0,4,windows,20619.36,1366.0,768.0,1049088.0,500,8591.400000000001,100.5,0,0,0,0.0,9.934034216196434,1.6094379124341003
Dell,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Pentium Quad Core N3700,0,500,0,4,linux,20965.1472,1366.0,768.0,1049088.0,500,9529.612363636363,100.5,0,0,0,0.0,9.950664377878837,1.6094379124341003
HP,Notebook,15.6,1.86,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,no,18434.3472,1366.0,768.0,1049088.0,1024,9910.939354838709,100.5,0,0,0,0.0,9.82202514423106,1.6094379124341003
Asus,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,8,windows,85194.72,1920.0,1080.0,2073600.0,1280,31553.6,127.3,1,0,0,0.0312,11.352706476813816,2.1972245773362196
Dell,Ultrabook,13.3,1.4,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,4,windows,43601.688,1920.0,1080.0,2073600.0,256,31144.06285714286,165.6,0,0,1,0.0156,10.682874078812905,1.6094379124341003
HP,Notebook,12.5,2.4,1366x768,HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,85194.72,1366.0,768.0,1049088.0,128,35497.8,125.4,0,0,0,0.0312,11.352706476813816,1.6094379124341003
Acer,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,1024,0,8,windows,42570.72,1920.0,1080.0,2073600.0,1280,17737.800000000003,141.2,0,0,0,0.0312,10.65894546204638,2.1972245773362196
Dell,Notebook,15.6,2.36,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,34035.264,1920.0,1080.0,2073600.0,1024,14421.722033898308,141.2,0,0,0,0.0,10.435181823432492,2.1972245773362196
MSI,Gaming,17.3,2.6,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,0,0,8,windows,85194.72,1920.0,1080.0,2073600.0,256,32767.2,127.3,1,1,0,0.0312,11.352706476813816,2.1972245773362196
HP,Notebook,15.6,1.96,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,1024,0,4,windows,26640.0,1366.0,768.0,1049088.0,1024,13591.836734693878,100.5,0,0,0,0.0,10.190206661487347,1.6094379124341003
Asus,Gaming,17.3,4.3,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,122490.72,1920.0,1080.0,2073600.0,1152,28486.21395348837,127.3,1,0,0,0.125,11.715798714845754,2.833213344056216
Dell,Ultrabook,12.5,1.5,1366x768,HD,2.3,Intel, Core i3 6100U,0,500,0,4,windows,60480.792,1366.0,768.0,1049088.0,500,40320.528,125.4,0,0,1,0.0,11.010097640044096,1.6094379124341003
Dell,Ultrabook,12.5,1.5,1366x768,HD,2.3,Intel, Core i3 6100U,128,0,0,4,windows,62176.1616,1366.0,768.0,1049088.0,128,41450.7744,125.4,0,0,1,0.0312,11.037743034452472,1.6094379124341003
Acer,Notebook,15.6,2.2,1366x768,HD,1.5,Intel, Celeron Dual Core 3205U,16,0,0,4,chrome,13053.290976,1366.0,768.0,1049088.0,16,5933.314079999999,100.5,0,0,0,0.25,9.476872169125995,1.6094379124341003
HP,Workstation,17.3,3.0,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,0,1024,0,8,windows,154458.72,1920.0,1080.0,2073600.0,1024,51486.24,127.3,0,0,0,0.0,11.947688629354552,2.1972245773362196
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,63882.72,1920.0,1080.0,2073600.0,512,26617.800000000003,141.2,1,0,0,0.0312,11.064819834822508,2.833213344056216
Dell,Ultrabook,12.5,1.5,1366x768,HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,75289.968,1366.0,768.0,1049088.0,256,50193.312,125.4,0,0,1,0.0312,11.229115459714633,2.1972245773362196
MSI,Gaming,17.3,2.9,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,8,windows,80516.2032,1920.0,1080.0,2073600.0,1152,27764.208000000002,127.3,1,1,0,0.0625,11.29622614492296,2.1972245773362196
Lenovo,2 in 1 Convertible,15.6,2.1,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,4,windows,46193.76,1920.0,1080.0,2073600.0,256,21997.02857142857,141.2,0,0,0,0.0156,10.740621650723886,1.6094379124341003
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.5,AMD, A6-Series 9220,0,1024,0,4,windows,21205.44,1920.0,1080.0,2073600.0,1024,10097.82857142857,141.2,0,0,0,0.0,9.962060188115156,1.6094379124341003
Asus,Gaming,15.6,2.59,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,71341.92,1920.0,1080.0,2073600.0,1152,27545.14285714286,141.2,1,0,0,0.125,11.175253388829377,2.833213344056216
HP,Notebook,13.3,1.16,3200x1800,Quad HD,1.1,Intel, Core M 6Y54,256,0,0,8,windows,90522.72,3200.0,1800.0,5760000.0,256,78036.8275862069,276.1,0,0,0,0.0312,11.413367194793471,2.1972245773362196
Dell,Notebook,15.6,2.24,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,40980.312,1366.0,768.0,1049088.0,500,18294.78214285714,100.5,0,0,0,0.0,10.620871436897776,1.6094379124341003
Lenovo,Notebook,15.6,2.1,1366x768,HD,2.0,Intel, Core i3 6006U,128,0,0,4,windows,22857.12,1366.0,768.0,1049088.0,128,10884.342857142856,100.5,0,0,0,0.0312,10.037061694246896,1.6094379124341003
HP,Ultrabook,13.3,1.16,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,8,windows,104908.32,1920.0,1080.0,2073600.0,512,90438.20689655174,165.6,0,0,1,0.0156,11.560851636958265,2.1972245773362196
Dell,Ultrabook,13.3,1.23,1920x1080,Full HD,2.4,Intel, Core i7 7560U,256,0,0,8,windows,73473.12,1920.0,1080.0,2073600.0,256,59734.24390243902,165.6,0,0,1,0.0312,11.204688514352517,2.1972245773362196
Lenovo,Gaming,17.3,4.42,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,256,0,0,16,windows,146519.4672,1920.0,1080.0,2073600.0,256,33149.20072398191,127.3,1,0,0,0.0625,11.894920405530856,2.833213344056216
Razer,Ultrabook,12.5,1.25,3840x2160,4K,2.5,Intel, Core i7 6500U,256,0,0,8,windows,54825.12,3840.0,2160.0,8294400.0,256,43860.096000000005,352.5,0,1,1,0.0312,10.911922001713998,2.1972245773362196
Toshiba,Ultrabook,13.3,1.05,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,118601.28,1920.0,1080.0,2073600.0,512,112953.59999999999,165.6,0,0,1,0.0312,11.683530989644284,2.833213344056216
Asus,Gaming,17.3,3.52,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,8,windows,69929.4672,1920.0,1080.0,2073600.0,1152,19866.32590909091,127.3,1,0,0,0.0625,11.155256701642276,2.1972245773362196
Acer,Notebook,13.3,1.35,1920x1080,Full HD,1.44,Intel, Atom X5-Z8350,0,0,32,4,windows,13053.290976,1920.0,1080.0,2073600.0,32,9669.104426666667,165.6,0,0,0,0.0,9.476872169125995,1.6094379124341003
HP,Notebook,13.3,1.16,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,90043.2,1920.0,1080.0,2073600.0,256,77623.44827586207,165.6,0,0,0,0.0312,11.408055939867921,2.1972245773362196
HP,Notebook,14.0,1.43,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,80612.64,1920.0,1080.0,2073600.0,256,56372.47552447553,157.4,0,0,0,0.0312,11.29742314494604,2.1972245773362196
Dell,Notebook,15.6,2.09,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,linux,27899.0064,1366.0,768.0,1049088.0,500,13348.806889952153,100.5,0,0,0,0.0,10.236382197200111,1.6094379124341003
Asus,Notebook,15.6,2.0,1366x768,HD,2.4,Intel, Core i3 7100U,0,1024,0,4,windows,23176.8,1366.0,768.0,1049088.0,1024,11588.4,100.5,0,0,0,0.0,10.0509502029849,1.6094379124341003
