Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price
Dell,Notebook,15.6,2.2,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.827407096065016
Dell,Notebook,17.3,2.83,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,linux,15.492078499820625
Acer,Notebook,13.3,1.6,1366x768,HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,15.09087327372135
Apple,Ultrabook,12.0,0.92,2304x1440,Full HD,1.2,Intel, Core M m3,256,0,0,8,macos,16.037475572422633
Dell,Notebook,15.6,1.95,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,15.397300275068524
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1024,0,16,windows,16.50783675121819
Chuwi,Notebook,15.6,1.89,1920x1080,Full HD,1.44,Intel, Atom x5-Z8350,0,0,64,4,windows,13.694944597390212
HP,2 in 1 Convertible,11.6,1.45,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,256,0,0,4,windows,15.333574677458138
Lenovo,Notebook,15.6,2.5,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,512,0,0,16,windows,16.993499235860515
Asus,Notebook,11.6,1.2,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,16,4,chrome,13.90494615597261
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,16.056322726178173
Dell,Ultrabook,13.3,1.29,3200x1800,Quad HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.263976288061325
HP,Gaming,17.3,3.35,1920x1080,Full HD,2.3,Intel, Core i5 6300HQ,128,1024,0,8,windows,15.876351948069539
HP,Notebook,15.6,1.91,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.009294469455964
Dell,Workstation,15.6,2.06,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,16.51933893661672
Mediacom,Notebook,14.0,1.4,1920x1080,Full HD,1.44,Intel, Atom x5-Z8350,0,0,32,4,windows,13.636388985277286
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,16,windows,16.133196810244804
Microsoft,Ultrabook,13.5,1.25,2256x1504,Full HD,2.5,Intel, Core i7 7660U,512,0,0,16,windows,17.07370142719665
HP,2 in 1 Convertible,13.3,1.29,3840x2160,4K,1.6,Intel, Core i5 8250U,256,0,0,8,windows,16.285306845244396
Acer,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,1024,0,12,windows,15.714232636402894
Asus,Gaming,17.3,2.99,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.50783675121819
Dell,Notebook,15.6,1.95,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,15.24707718806876
Lenovo,Workstation,15.6,2.67,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,8,windows,16.646164907766163
Dell,2 in 1 Convertible,15.6,2.09,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,15.9388701802763
Dell,Workstation,15.6,2.17,1920x1080,Full HD,2.7,Intel, Core i7 6820HQ,256,0,0,16,windows,16.683159115248365
Lenovo,Notebook,15.6,2.2,1366x768,HD,3.6,AMD, A12-Series 9720P,0,1024,0,8,windows,14.480356014796083
HP,Notebook,14.0,1.95,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,15.97033960841386
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.515241532439942
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.2,AMD, E-Series 9000,0,500,0,4,windows,13.959523851494643
Lenovo,Notebook,14.0,1.58,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.26690363781285
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,15.84273925288792
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1024,0,8,no,15.725626141154038
LG,Ultrabook,15.6,1.08,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.771008628588692
Dell,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,500,0,4,linux,14.075372180181162
Lenovo,Notebook,14.0,2.1,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,500,0,4,windows,13.959523851494643
HP,Notebook,17.3,2.63,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.812337774347368
Apple,Ultrabook,15.4,2.04,2880x1800,Quad HD,2.2,Intel, Core i7,0,0,256,16,mac,16.79889703374645
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,4,windows,15.377573870224515
Razer,Gaming,17.3,3.49,3840x2160,4K,2.9,Intel, Core i7 7820HK,0,0,0,32,windows,18.309879177862427
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.7,Intel, Core i7 7500U,128,1024,0,6,windows,15.482036498435
HP,Notebook,17.3,2.71,1920x1080,Full HD,2.5,AMD, A6-Series 9220,0,500,0,4,windows,14.513599306831896
Huawei,Ultrabook,13.0,1.05,2160x1440,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,16.285306845244396
Dell,Notebook,14.0,1.56,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,15.9987913776692
Lenovo,Notebook,15.6,1.9,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,4,no,14.671865658692026
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,6,windows,15.359403667309996
Lenovo,2 in 1 Convertible,13.3,1.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.749542647611472
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.718501496040561
Dell,Notebook,15.6,2.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,16.572361537045253
Lenovo,Notebook,15.6,2.38,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,15.778549460891085
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.432489703530825
Lenovo,2 in 1 Convertible,14.0,1.8,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.440290416659135
Lenovo,Notebook,14.0,1.7,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.947410471842542
MSI,Gaming,15.6,1.91,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,16.807902691962145
Lenovo,Ultrabook,14.0,1.13,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,0,256,8,windows,16.608197057567143
MSI,Gaming,15.6,2.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.771008628588692
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.593503172424109
Dell,Notebook,14.0,1.79,1366x768,HD,2.3,Intel, Core i3 6100U,128,0,0,8,windows,15.266903637812849
Dell,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,500,0,4,windows,14.262999183356934
Asus,Notebook,14.0,1.4,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.613573090025074
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1024,0,8,windows,15.89286911265938
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.546093812037684
Dell,2 in 1 Convertible,13.3,1.24,3200x1800,Quad HD,1.3,Intel, Core i7 7Y75,512,0,0,8,windows,16.710725301341952
Toshiba,Ultrabook,12.5,1.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,16.541266049448158
HP,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,12,windows,16.022079938904493
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,AMD, A6-Series 9220,128,0,0,4,windows,14.375767113518883
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.1,AMD, FX 8800P,512,1024,0,16,windows,15.699863045088955
Asus,Ultrabook,15.6,1.7,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.667736929264922
Asus,Ultrabook,14.0,1.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,16.606657361539582
HP,Notebook,14.0,1.63,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1024,0,8,windows,15.400858094481714
Toshiba,Notebook,15.6,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.032438384175826
Lenovo,Ultrabook,12.5,1.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.423772486429716
Toshiba,Notebook,15.6,2.0,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.174314029874797
HP,Ultrabook,14.0,1.48,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,16.764118954363646
Lenovo,Ultrabook,12.5,1.36,1920x1080,Full HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,16.516881890821196
Dell,Notebook,15.6,2.33,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,linux,15.340760917429687
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.608966289811914
Acer,Notebook,14.0,1.6,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,0,128,4,windows,14.182605403506189
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1024,0,8,windows,15.699863045088955
Xiaomi,Notebook,15.6,1.95,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,16,no,16.18668176338587
Asus,2 in 1 Convertible,13.3,1.1,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.14278994154127
Dell,Gaming,15.6,2.72,3840x2160,4K,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,15.837497848245768
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.377573870224513
HP,Ultrabook,14.0,1.43,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.28626896267978
HP,Ultrabook,14.0,1.54,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,8,windows,16.604344732071535
Acer,Notebook,15.6,2.4,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,windows,14.549303368513575
Xiaomi,Ultrabook,13.3,1.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,no,15.70116218524058
HP,Notebook,15.6,2.07,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,15.565244912382596
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,3.6,AMD, A12-Series 9720P,0,2048,0,12,windows,15.547699482810986
MSI,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.073144079289044
Lenovo,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,2048,0,8,no,15.465142920849576
Lenovo,Notebook,14.0,1.43,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,4,windows,13.833554260257063
Acer,Notebook,14.0,1.3,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,13.757889990324992
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,no,14.897913506053442
Lenovo,Notebook,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,4,windows,14.836184516301737
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,windows,15.44804917773636
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,linux,15.139279862296648
HP,Ultrabook,15.6,1.88,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.82014457032591
Lenovo,2 in 1 Convertible,15.6,2.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,8,windows,16.465992314480758
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.997617022666716
Lenovo,Notebook,11.6,1.25,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,16,0,0,4,chrome,13.785370726747098
Samsung,Ultrabook,13.3,1.31,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.37847640077687
Lenovo,Ultrabook,14.0,1.13,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,17.022657363383242
Toshiba,Notebook,15.6,2.1,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,15.342852491046148
Dell,Notebook,15.6,2.0,1920x1080,Full HD,2.0,Intel, Core i3 6006U,256,0,0,8,windows,15.264952731442689
Dell,Gaming,15.6,3.21,3840x2160,4K,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,16.11164756657271
Lenovo,Gaming,15.6,2.6,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,8,windows,16.048405132580893
Samsung,2 in 1 Convertible,15.0,1.71,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,16,windows,16.54850164854802
HP,Notebook,17.3,2.9,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,16,windows,15.784009051288875
Dell,Gaming,17.3,4.36,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,1024,0,16,windows,17.358489122087047
HP,Workstation,15.6,2.6,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,16.498958650789547
HP,Notebook,11.6,1.23,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,16,4,chrome,14.324236812878802
HP,Notebook,15.6,1.86,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,windows,14.512580187367682
HP,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,windows,15.547699482810986
Dell,Workstation,15.6,2.0,1920x1080,Full HD,2.7,Intel, Core i7 6820HQ,256,0,0,8,windows,16.79554253180439
MSI,Gaming,17.3,4.14,1920x1080,Full HD,2.9,Intel, Core i7 7820HK,512,1024,0,16,windows,17.149678856570677
Toshiba,Notebook,13.3,1.2,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,16.319545117554078
MSI,Gaming,17.3,2.43,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,16.664033150303315
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,1024,0,8,windows,16.117065128481123
Toshiba,Ultrabook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.370333227468254
Asus,Notebook,14.0,1.63,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,13.959523851494643
Apple,Ultrabook,13.3,1.34,1440x900,HD,1.8,Intel, Core i5,0,0,128,8,macos,15.547603192943152
Lenovo,Notebook,15.6,2.6,1920x1080,Full HD,2.3,Intel, Core i5 6300HQ,128,1024,0,8,windows,15.359403667309996
HP,Notebook,13.3,1.16,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.458329708466085
HP,Notebook,15.6,1.9,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,windows,16.044998531137644
Dell,2 in 1 Convertible,13.3,1.24,1920x1080,Full HD,1.2,Intel, Core i5 7Y54,256,0,0,8,windows,16.626546367446036
Lenovo,Notebook,15.6,1.9,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,128,0,0,4,no,13.815646831790653
Lenovo,2 in 1 Convertible,14.0,1.8,1920x1080,Full HD,2.5,Intel, Core i7 6500U,128,0,0,4,windows,15.052934791061407
Dell,Notebook,15.6,2.13,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.320108927256124
MSI,Gaming,17.3,3.78,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,17.022657363383242
Acer,Notebook,15.6,2.4,1366x768,HD,2.4,Intel, Core i3 7100U,0,1024,0,4,windows,14.320484678017694
Asus,Notebook,17.3,2.8,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,windows,14.599708321950818
Lenovo,Gaming,17.3,4.6,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,16.896647760288744
HP,Notebook,15.6,1.86,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,14.994347284175712
Dell,Notebook,15.6,1.8,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,500,0,4,windows,14.006985205200913
Samsung,2 in 1 Convertible,12.3,1.15,2400x1600,Full HD,2.0,Samsung, Cortex A72&A53,0,0,32,4,chrome,15.09965683230459
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,15.958317080164647
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,4,windows,15.264952731442689
Dell,Notebook,15.6,1.93,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,16,windows,16.321789651511825
Lenovo,Notebook,17.3,3.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,17.285787984165278
HP,Workstation,17.3,3.0,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,0,1024,0,8,windows,17.236861795357935
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.6,Intel, Core i5 8250U,512,0,0,8,windows,15.640909182314669
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,windows,15.864689258731818
Lenovo,Notebook,15.6,2.67,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,256,0,0,8,windows,16.76480940426478
HP,Notebook,15.6,2.04,1366x768,HD,2.5,AMD, A12-Series 9700P,0,2048,0,8,windows,15.032438384175826
Acer,Notebook,15.6,2.1,1366x768,HD,2.0,Intel, Core i3 6006U,128,0,0,4,linux,14.422022704479756
HP,Notebook,14.0,1.44,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,2,windows,13.859643489125725
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.19392879053307
Toshiba,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,16,windows,16.212268381236004
Asus,Ultrabook,15.6,1.63,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.25515843013975
Asus,Ultrabook,13.3,1.2,1920x1080,Full HD,0.9,Intel, Core M 6Y30,512,0,0,8,windows,15.245297181623474
Chuwi,Notebook,12.3,1.4,2736x1824,Quad HD,1.1,Intel, Celeron Quad Core N3450,0,0,64,6,windows,14.546093812037684
Dell,Ultrabook,13.3,1.23,3200x1800,Quad HD,2.4,Intel, Core i7 7560U,256,0,0,8,windows,16.164928918810517
Asus,Gaming,15.6,2.591,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,1024,0,8,windows,15.563658661490644
HP,Notebook,15.6,1.91,1920x1080,Full HD,3.0,AMD, A9-Series 9420,256,0,0,4,windows,14.66918332898103
Asus,Gaming,17.3,3.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,12,linux,15.625786454317646
Asus,2 in 1 Convertible,11.6,1.5,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,14.286268962679781
Lenovo,2 in 1 Convertible,14.0,1.74,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.547699482810986
Lenovo,Notebook,11.6,1.59,1366x768,HD,1.1,Intel, Celeron Quad Core N3450,128,0,0,4,windows,14.846657847531244
Acer,Notebook,14.0,1.5,1920x1080,Full HD,2.4,Intel, Core i3 7100U,128,0,0,8,windows,15.009317776510802
HP,2 in 1 Convertible,11.6,1.4,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,64,8,chrome,14.68680689226351
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,4,windows,15.16388235000083
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.715518906770729
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,500,0,4,windows,14.44632861099589
Fujitsu,Notebook,15.6,2.3,1366x768,HD,2.3,Intel, Core i5 6200U,256,0,0,4,windows,15.077596845295677
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,15.055194298243531
Asus,Ultrabook,13.3,1.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.50775426200802
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1024,0,8,windows,15.81900150462838
Lenovo,Notebook,13.3,1.44,1920x1080,Full HD,2.4,Intel, Core i3 7100U,180,0,0,4,windows,15.257122617020265
Dell,Notebook,15.6,2.2,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.546093812037684
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.963138120710761
HP,Notebook,17.3,2.65,1920x1080,Full HD,2.4,AMD, A10-Series 9600P,0,2048,0,6,windows,14.88780701960312
HP,Notebook,15.6,2.04,1366x768,HD,2.7,Intel, Core i7 7500U,0,2048,0,8,windows,15.032438384175826
Lenovo,Ultrabook,14.0,1.13,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,0,256,8,windows,16.736226446307786
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,3.6,AMD, A12-Series 9720P,256,0,0,6,windows,14.958486088930625
Dell,Notebook,15.6,1.93,1366x768,HD,2.6,Intel, Core i5 7300U,0,500,0,4,windows,15.640909182314669
MSI,Gaming,15.6,2.94,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.882638044240597
Dell,Notebook,15.6,2.13,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.243316817495234
Acer,Notebook,15.6,2.1,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,linux,13.954690697758698
Acer,Gaming,15.6,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,16.034730195683817
Asus,Gaming,17.3,3.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.290111028974174
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,15.698273616769567
Lenovo,Ultrabook,14.0,1.1,2560x1440,Quad HD,2.6,Intel, Core i7 6600U,512,0,0,16,windows,16.771008628588692
Acer,Notebook,14.0,1.68,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,2,chrome,14.101844391542354
HP,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.837497848245768
HP,Notebook,11.6,1.17,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,2,windows,13.44288130937742
HP,Ultrabook,12.5,1.26,1366x768,HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,16.623504310354992
MSI,Gaming,17.3,4.14,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,128,1024,0,16,windows,16.838154066151507
Lenovo,Notebook,15.6,2.1,1366x768,HD,1.6,Intel, Celeron Dual Core 3855U,0,500,0,4,windows,14.048405132580893
Asus,2 in 1 Convertible,15.6,2.3,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,2048,0,12,windows,15.44804917773636
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.0,Intel, Core i3 6006U,256,0,0,4,no,14.529938043646643
Lenovo,Notebook,15.6,2.32,1920x1080,Full HD,2.5,Intel, Core i7 6500U,0,0,0,8,windows,15.541266049448156
Dell,Notebook,14.0,1.6,1920x1080,Full HD,2.0,Intel, Core i3 6006U,128,0,0,4,windows,15.258829286993745
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.95444861452281
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,windows,16.07870789274442
Razer,Gaming,17.3,3.49,3840x2160,4K,2.9,Intel, Core i7 7820HK,512,0,0,32,windows,18.16047574855758
Razer,Gaming,14.0,1.95,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,16,windows,17.079263095768738
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.636388985277286
Dell,Notebook,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,15.619692696404972
HP,2 in 1 Convertible,15.6,2.3,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,15.155061068810323
Dell,Notebook,17.3,4.42,1920x1080,Full HD,2.7,Intel, Core i7 7700HQ,0,1024,0,8,windows,16.734112607041865
Toshiba,Notebook,14.0,1.47,1920x1080,Full HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,15.845352831575331
HP,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,windows,15.837497848245768
Apple,Ultrabook,12.0,0.92,2304x1440,Full HD,1.1,Intel, Core M,0,0,256,8,mac,16.079818085212356
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,1.1,Intel, Pentium Quad Core N4200,128,0,0,4,windows,14.182605403506189
MSI,Gaming,17.3,4.5,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,128,1024,0,16,windows,16.933353175308735
HP,2 in 1 Convertible,13.3,1.28,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,16.54850164854802
Dell,2 in 1 Convertible,13.3,1.24,3200x1800,Quad HD,1.2,Intel, Core i5 7Y54,256,0,0,8,windows,16.559685387040695
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,2048,0,8,no,14.755112905654418
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,no,15.099678724324239
Acer,2 in 1 Convertible,11.6,1.25,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,4,chrome,14.339148522282729
Dell,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,linux,15.595056963679191
